rsymbol,recommendation,api_action,confidence,trend_strength,price,sma5,sma20,sma50,rsi,macd,stochastic_k,short_trend,medium_trend,long_trend,overall_trend,update,reasons
BBNI,STRONG_BUY,STRONG_BUY,90,67,4570,4556,4474.5,4378.8,52.46,59.68,78.38,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
BDMN,STRONG_BUY,STRONG_BUY,90,67,2630,2578,2554.5,2511.8,52.94,20.46,71.79,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
MARK,STRONG_BUY,STRONG_BUY,90,67,850,838,826.5,818.2,54.9,7.51,78.13,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
MAPA,STRONG_BUY,STRONG_BUY,90,58,705,708,664,692.4,68.29,7.29,74.19,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
CLAY,STRONG_BUY,STRONG_BUY,90,67,2850,2828,2633,2574.2,67.31,102.93,58.82,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
EDGE,STRONG_BUY,STRONG_BUY,90,67,5000,4979,4641.75,4617.5,66.89,118.64,49.84,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
AADI,STRONG_BUY,STRONG_BUY,90,67,8200,8075,7745,7476,61.11,199.9,70.73,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
MSJA,STRONG_BUY,STRONG_BUY,90,67,390,378,355.9,351.8,62.63,10.41,64.29,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
ADES,BUY,BUY,80,58,15325,15285,15262.5,15347.5,54.72,4.37,83.87,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=84) | OBV BULLISH | MACD bullish
BBRI,BUY,BUY,80,67,3850,3832,3786,3750,52.05,22.6,86.15,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=86) | OBV BULLISH | MACD bullish
BNGA,BUY,BUY,80,67,1875,1837,1828,1791.4,60,16.7,81.82,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=82) | OBV BULLISH | MACD bullish
GGRM,BUY,BUY,80,67,16775,16185,15710,14783,65.74,465.35,88.51,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=89) | OBV BULLISH | MACD bullish
INPP,BUY,BUY,80,67,790,786,758,726.1,60.71,15.49,93.55,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=94) | OBV BULLISH | MACD bullish
JSMR,BUY,BUY,80,67,3750,3670,3581.5,3489,63.64,61.25,88.89,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=89) | OBV BULLISH | MACD bullish
LPPF,BUY,BUY,80,67,1915,1870,1835,1745.3,63.86,38.91,94,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=94) | OBV BULLISH | MACD bullish
MAPI,BUY,BUY,80,67,1235,1219,1200.25,1205.1,58.21,7.05,81.03,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=81) | OBV BULLISH | MACD bullish
PTBA,BUY,BUY,80,67,2590,2536,2486,2375.6,64.58,50.89,86.05,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=86) | OBV BULLISH | MACD bullish
SILO,BUY,BUY,80,67,2840,2836,2632,2559.8,62.24,91.01,90.91,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=91) | OBV BULLISH | MACD bullish
SMSM,BUY,BUY,80,67,1780,1760,1759.25,1742.1,54.29,3.43,85.71,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=86) | OBV BULLISH | MACD bullish
TUGU,BUY,BUY,80,67,1250,1181,1189.5,1149.7,55.71,7.23,93.75,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=94) | OBV BULLISH | MACD bullish
AGII,BUY,BUY,80,67,2200,1953,1737,1633,69.67,118.61,76.88,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | Bollinger OVERBOUGHT | MACD bullish
BBTN,BUY,BUY,70,67,1320,1267,1218.25,1185.4,66.67,27.53,89.09,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=89) | OBV BULLISH | Bollinger OVERBOUGHT
BEST,BUY,BUY,70,58,117,113.4,117.3,111.36,47.62,0.35,68.75,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
BNII,BUY,BUY,70,67,220,214,218.1,212.52,50,0.32,71.43,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
ELSA,BUY,BUY,70,67,705,694,603.25,543.44,68.13,48.76,72.34,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | MACD bullish | OBV bearish
HMSP,BUY,BUY,70,67,875,847,801,782.4,69.09,23.15,87.5,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=88) | OBV BULLISH | Bollinger OVERBOUGHT
ICBP,BUY,BUY,70,58,8300,8300,8120,8193.5,55.21,23.29,78.18,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
JRPT,BUY,BUY,70,67,1075,1072,1066.25,1058.9,55.56,5.64,78.95,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
KBLI,BUY,BUY,70,67,338,329.6,329.1,329,56.25,0.99,53.13,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | MACD bullish | OBV bearish
MPMX,BUY,BUY,70,67,1015,1008,1007.25,979.7,52.63,9.14,77.78,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
MYOR,BUY,BUY,70,42,2300,2326,2203,2169.2,69.7,50.42,65.79,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
NISP,BUY,BUY,70,67,1515,1467,1451.75,1405.2,62.5,19.39,90.24,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=90) | OBV BULLISH | Bollinger OVERBOUGHT
PGAS,BUY,BUY,70,67,2200,2172,2102.5,1946.8,65,71.82,76.34,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
RALS,BUY,BUY,70,67,486,460,455,438.24,64.79,8.37,92.68,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=93) | OBV BULLISH | Bollinger OVERBOUGHT
SCCO,BUY,BUY,70,58,2560,2516,2461.5,2393.2,62.11,49.56,36.71,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | MACD bullish | OBV bearish
TOTL,BUY,BUY,70,67,1050,1033,1044,1039.6,51.28,2.23,64.58,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
ULTJ,BUY,BUY,70,58,1510,1510,1488,1480.9,59.62,11.5,61.11,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | MACD bullish | OBV bearish
WIIM,BUY,BUY,70,67,1920,1878,1783.25,1712.5,61.29,60.51,72.41,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | MACD bullish | OBV bearish
BOGA,BUY,BUY,70,50,1520,1538,1301,1180.4,64.68,130.56,61.54,SIDEWAYS,BULLISH,BEARISH,NEUTRAL,2026-02-05,Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
MAPB,BUY,BUY,70,67,1620,1576,1581.5,1578.5,55,2.75,71.43,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
SOHO,BUY,BUY,70,67,2660,2487,2498.5,1855.4,38.99,199.6,51.16,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
ASGR,BUY,BUY,60,58,1720,1725,1452.5,1309.9,78.89,135.24,85.95,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=86) | OBV BULLISH | RSI overbought
BGTG,BUY,BUY,60,67,144,138.6,138.3,129.02,54.55,2.8,91.67,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=92) | OBV BULLISH | Stochastic overbought
BJTM,BUY,BUY,60,67,570,563,563,551,41.67,3.72,80,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=80) | OBV BULLISH | Stochastic overbought
BMRI,BUY,BUY,60,67,5050,4900,4869.25,4933.9,52.86,-7.48,95.15,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=95) | OBV BULLISH | Stochastic overbought
BSWD,BUY,BUY,60,67,1165,1122,1046.75,925.6,99.01,58.93,100,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=100) | OBV BULLISH | RSI overbought
IBST,BUY,BUY,60,67,5500,5340,5365,5107.5,37.14,65.46,16.67,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERSOLD (K=17) | OBV BULLISH | Stochastic oversold
INDS,BUY,BUY,60,67,980,836,658.3,398.92,99.01,147.71,100,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=100) | OBV BULLISH | RSI overbought
ISSP,BUY,BUY,60,67,468,450.4,453.4,446.52,58.21,2.87,82.86,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=83) | OBV BULLISH | Stochastic overbought
OMRE,BUY,BUY,60,67,750,738,607.45,506.58,79.03,70.58,85.19,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=85) | OBV BULLISH | RSI overbought
YULE,BUY,BUY,60,58,3320,3320,3239.5,3017,60,74.01,58.33,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV NEUTRAL | Above VWAP | Trend: BULLISH
PRDA,BUY,BUY,60,67,2420,2402,2388,2376,54.17,5.98,83.33,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=83) | OBV BULLISH | MACD bullish
PPRE,BUY,BUY,60,67,218,178.8,197.05,157.86,51.35,4.99,92.41,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=92) | OBV BULLISH | Stochastic overbought
BTPS,BUY,BUY,60,67,1260,1236,1231,1249,61.36,0.21,90,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=90) | OBV BULLISH | MACD bullish
CSRA,BUY,BUY,60,67,1030,1007,954.5,929.7,70.91,24.97,87.88,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=88) | OBV BULLISH | RSI overbought
CMRY,BUY,BUY,60,58,5525,5380,5302.5,5535.5,60,-28.14,88.97,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=89) | OBV BULLISH | Stochastic overbought
MMIX,BUY,BUY,60,67,220,203.4,206,217.44,58.75,-3.22,100,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=100) | OBV BULLISH | Stochastic overbought
VISI,BUY,BUY,60,67,630,586,459.6,309.78,99.01,95.65,100,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=100) | OBV BULLISH | RSI overbought
MDLA,BUY,BUY,60,58,252,246.8,249.6,257.68,50,-3,80,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=80) | OBV BULLISH | Stochastic overbought
FOLK,BUY,BUY,50,17,620,654,805.5,576.2,19.35,15.07,16.83,BEARISH,SIDEWAYS,BEARISH,BEARISH,2026-02-05,Short-term BEARISH | Stochastic OVERSOLD (K=17) | OBV BULLISH | RSI oversold | Stochastic oversold
AALI,NEUTRAL,HOLD,50,33,7525,7430,7601.25,7594.5,43.08,-47.86,76.6,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
ACES,NEUTRAL,HOLD,50,33,406,400,407.8,412.92,45.16,-4.25,77.14,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
ARII,NEUTRAL,HOLD,50,33,298,281.2,306.7,299.96,41.38,-6.62,53.85,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
ASII,NEUTRAL,HOLD,50,67,6950,6610,6805,6694,48.59,-31.78,70,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bearish | OBV bullish
ASRI,NEUTRAL,HOLD,50,33,166,159.2,170.7,167.16,38.67,-2.63,66.04,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
ASSA,NEUTRAL,HOLD,50,50,1170,1153,1184.75,1169.4,48.48,-6.17,69.39,BULLISH,SIDEWAYS,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | OBV BEARISH | MACD bearish | OBV bearish
BBLD,NEUTRAL,HOLD,50,67,910,885,904.75,906.8,47.17,-6.48,62.5,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Below VWAP
BBMD,NEUTRAL,HOLD,50,42,2000,1972,2010.75,2008.9,36.49,-17.28,33.33,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
BINA,NEUTRAL,HOLD,50,58,4690,4702,4672.5,4569.2,55.56,32.25,52.73,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Above VWAP
BJBR,NEUTRAL,HOLD,50,58,820,813,824,811.1,40,0.9,61.11,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Above VWAP
BSDE,NEUTRAL,HOLD,50,33,920,909,931.5,931.3,37.04,-7.05,74.29,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
BSIM,NEUTRAL,HOLD,50,33,1165,1190,1245,1034.1,40,26.7,61.05,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Below VWAP
CTBN,NEUTRAL,HOLD,50,42,6325,6130,6531.25,6364.5,26.88,-34.53,34.23,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
DMAS,NEUTRAL,HOLD,50,33,137,137,137.7,133.24,43.75,1.08,55.56,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Below VWAP
ERAA,NEUTRAL,HOLD,50,67,418,401.6,407.1,409.88,55.56,-1.59,79.07,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Below VWAP
GSMF,NEUTRAL,HOLD,50,33,110,103.8,118.5,118.5,34.43,-4.62,29.23,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
INDF,NEUTRAL,HOLD,50,50,7000,7015,6800,6899.5,59.62,47.8,74.42,SIDEWAYS,BULLISH,BEARISH,NEUTRAL,2026-02-05,Medium-term BULLISH | OBV BULLISH | MACD bullish | OBV bullish
INDY,NEUTRAL,HOLD,50,58,3340,3176,3329.5,2570.9,47.42,190.01,53.27,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Above VWAP
ITMA,NEUTRAL,HOLD,50,58,2140,2064,2126,1847.8,54.46,78.48,43.59,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Above VWAP
JTPE,NEUTRAL,HOLD,50,33,595,593,597.5,532.56,51.49,16.1,34.88,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
MDKA,NEUTRAL,HOLD,50,42,3060,2996,3074.5,2616.4,51.96,125.13,45.83,SIDEWAYS,BULLISH,BEARISH,NEUTRAL,2026-02-05,Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
MIDI,NEUTRAL,HOLD,50,33,326,314.8,340.5,362.2,31.25,-15.48,55.81,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
PTPP,NEUTRAL,HOLD,50,33,360,350.4,374.9,373.72,35.48,-9.84,64,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
PTSN,NEUTRAL,HOLD,50,42,360,340.4,367.4,369.88,42.86,-8.66,62.26,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
SIMP,NEUTRAL,HOLD,50,42,580,569,583.5,588,45.45,-5.27,76.92,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
SKLT,NEUTRAL,HOLD,50,58,256,250,257.1,246.88,52.11,1.37,25.33,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Above VWAP
SMGR,NEUTRAL,HOLD,50,42,2600,2544,2603,2690.8,47.44,-37.21,73.02,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
SMRA,NEUTRAL,HOLD,50,67,398,392.8,397.2,389.32,42.11,0.66,73.33,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | OBV bullish | Below VWAP
STAR,NEUTRAL,HOLD,50,58,780,780,591.8,435.98,78.83,107.42,100,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=100) | OBV NEUTRAL | RSI overbought
TBLA,NEUTRAL,HOLD,50,33,655,649,665.75,682.8,42.31,-10.77,72.22,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
TFCO,NEUTRAL,HOLD,50,33,860,939,810.5,624.2,63.93,109.12,39,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV BEARISH | OBV bearish | Below VWAP
TPMA,NEUTRAL,HOLD,50,58,585,578,591.25,578.7,37.5,-1.26,66.67,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | OBV BULLISH | MACD bearish | OBV bullish
DPUM,NEUTRAL,HOLD,50,33,276,276,276,207.04,99.01,16.04,50,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV NEUTRAL | Bollinger OVERBOUGHT | RSI overbought
KINO,NEUTRAL,HOLD,50,42,1290,1263,1293.5,1317.5,50.85,-19.02,71.79,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | OBV bullish | Above VWAP
BRIS,NEUTRAL,HOLD,50,67,2400,2304,2220,2256.4,58.73,17.11,89.71,BULLISH,BULLISH,BEARISH,BULLISH,2026-02-05,Short-term BULLISH | Medium-term BULLISH | Stochastic OVERBOUGHT (K=90) | OBV BULLISH | Bollinger OVERBOUGHT
PORT,NEUTRAL,HOLD,50,33,995,926,1048.5,1113.5,41.13,-62.85,45.74,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
BELL,NEUTRAL,HOLD,50,33,162,187.8,155.7,104.76,70.63,27.53,55.95,BEARISH,BULLISH,BEARISH,NEUTRAL,2026-02-05,Short-term BEARISH | Medium-term BULLISH | OBV BEARISH | RSI overbought | OBV bearish
TCPI,NEUTRAL,HOLD,50,50,10725,10695,10427.5,9083.5,57.23,500.2,78.38,SIDEWAYS,BULLISH,BEARISH,NEUTRAL,2026-02-05,Medium-term BULLISH | OBV BULLISH | OBV bullish | Above VWAP
