rsymbol,recommendation,api_action,confidence,trend_strength,price,sma5,sma20,sma50,rsi,macd,stochastic_k,short_trend,medium_trend,long_trend,overall_trend,update,reasons
EMTK,SELL,SELL,60,17,910,896,998.25,1147.5,39.71,-74.53,44.93,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
ENRG,SELL,SELL,60,0,1135,1172,1458.5,1391.9,33.61,-78.47,23.81,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
EPMT,SELL,SELL,60,17,2310,2306,2314.5,2318.6,50,-2.4,53.33,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
FMII,SELL,SELL,60,25,272,262.4,282.8,300.28,40.43,-10.89,43.59,BULLISH,BEARISH,BEARISH,BEARISH,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
FPNI,SELL,SELL,60,8,555,541,718.75,913.9,16.22,-98.31,25.27,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
GDST,SELL,SELL,60,0,114,114.8,123.65,122.34,21.74,-2.75,34.78,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
GEMS,SELL,SELL,60,0,7750,7770,8085,8392.5,29.63,-181.58,53.57,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
GJTL,SELL,SELL,60,25,1070,1066,1097,1069.9,40,-3.56,61.54,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
HERO,SELL,SELL,60,0,430,435.2,457.9,465.08,43.61,-11,30.43,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
HRUM,SELL,SELL,60,17,1070,1048,1149,1079,31.82,-11.99,33.78,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
INDR,SELL,SELL,60,17,3110,3136,3173,2935,38.51,61,22.64,BEARISH,SIDEWAYS,BEARISH,BEARISH,2026-02-05,Short-term BEARISH | OBV BEARISH | OBV bearish | Below VWAP
JIHD,SELL,SELL,60,8,530,528,588.5,589.8,26.83,-21.56,35.9,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
KIJA,SELL,SELL,60,8,216,213,272.45,229.58,21.6,-7.51,27.56,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
KKGI,SELL,SELL,60,0,324,324,340.7,337.64,26.83,-5.15,50,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
LSIP,SELL,SELL,60,17,1170,1159,1185,1223.8,44.12,-16.69,70,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
MBSS,SELL,SELL,60,0,1820,1824,2410,2216.4,26.04,-188.28,21.77,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
MIKA,SELL,SELL,60,0,2360,2400,2394,2436.4,47.5,-13.97,60.87,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | OBV bearish | Below VWAP
MITI,SELL,SELL,60,8,328,325.2,384.9,358.4,28.7,-15.1,33.77,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
MKPI,SELL,SELL,60,42,23900,23740,23916.25,24074,47.78,-105.07,87.93,BULLISH,BEARISH,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Medium-term BEARISH | Stochastic OVERBOUGHT (K=88) | OBV BEARISH | Stochastic overbought
MMLP,SELL,SELL,60,8,498,496.4,530.65,548.62,22.31,-15.66,40,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
MNCN,SELL,SELL,60,0,242,243.2,267.4,264.84,18.42,-7.9,31.43,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
NIRO,SELL,SELL,60,0,226,227.2,292.5,309.48,28.57,-25.5,22.54,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
PNBN,SELL,SELL,60,17,1065,1057,1091.5,1100.4,38.78,-13.72,59.46,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
PNBS,SELL,SELL,60,0,53,53.4,56.4,55.64,20,-0.75,22.22,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
PSAB,SELL,SELL,60,0,494,507.4,590.35,569.04,29.85,-18.79,20.51,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
PWON,SELL,SELL,60,8,360,361.6,367.3,358.64,33.33,0.94,53.33,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | OBV bearish | Below VWAP
SMDM,SELL,SELL,60,0,680,683,783.5,843,27.27,-43.53,24.44,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
SSIA,SELL,SELL,60,0,1405,1427,1651.75,1718,23.95,-91.22,21.49,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
STTP,SELL,SELL,60,0,9700,9735,9842.5,9851,46.67,-45.99,52.94,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
TBIG,SELL,SELL,60,0,1765,1775,2047.5,2103.6,15.33,-123.57,28.39,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
TCID,SELL,SELL,60,8,3050,3120,3116.5,3048.2,52.97,23.95,28.99,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | OBV bearish | Below VWAP
TGKA,SELL,SELL,60,8,4930,4930,5000,4983.3,34.07,-24.59,24.62,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
TINS,SELL,SELL,60,8,3240,3194,3513,3353.6,30.67,-38.29,37.61,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
TMAS,SELL,SELL,60,8,135,134.6,152.5,143.58,23.44,-3.95,34.62,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
TOBA,SELL,SELL,60,8,685,675,786.5,795,35.16,-38.74,30.43,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
VICO,SELL,SELL,60,17,187,184.6,196.1,198.92,38.1,-4.78,32.61,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
SHIP,SELL,SELL,60,0,4000,4194,4456.5,4785.7,30.57,-181.72,14.29,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=14) | OBV BEARISH | Bollinger OVERSOLD
DAYA,SELL,SELL,60,17,1255,1240,1274.75,1309.5,47.78,-15.8,32.88,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
PSSI,SELL,SELL,60,17,354,352.4,363.4,358.96,43.9,-3.13,35,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
DWGL,SELL,SELL,60,0,242,252.8,295.2,314.32,28.41,-22.27,26.56,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
IPCM,SELL,SELL,60,17,336,335.6,341.7,345.68,33.33,-3.65,60,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
SPTO,SELL,SELL,60,50,645,640,642.5,647.2,50,-1.86,87.5,BULLISH,SIDEWAYS,BEARISH,NEUTRAL,2026-02-05,Short-term BULLISH | Stochastic OVERBOUGHT (K=88) | OBV BEARISH | Stochastic overbought | OBV bearish
SURE,SELL,SELL,60,0,2590,2718,2888.5,2750,40.99,-21.25,8.57,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=9) | OBV BEARISH | Bollinger OVERSOLD
SKRN,SELL,SELL,60,0,474,475.2,489.5,550.5,43.48,-21.81,45,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | OBV bearish | Below VWAP
LIFE,SELL,SELL,60,0,7625,7665,8373.75,8342,21.92,-241.15,36.05,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
AMAR,SELL,SELL,60,8,212,210.4,223.1,227.64,30,-5.18,45.83,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
BMHS,SELL,SELL,60,17,190,188.6,196.9,198.48,36.36,-1.73,52.94,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
MCOL,SELL,SELL,60,17,3590,3574,3645.5,3702.2,36.11,-40.68,53.57,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
GTSI,SELL,SELL,60,8,290,277.6,377.7,299.8,31.78,-11.57,31.16,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
MTMH,SELL,SELL,60,0,1020,1028,1132,1157.6,21.31,-42.27,27.87,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
TRGU,SELL,SELL,60,0,190,191.8,193.95,196.6,36,-1.73,70,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
BUAH,SELL,SELL,60,0,570,570,614.5,647.6,25,-22.78,42.31,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
PRAY,SELL,SELL,60,0,795,807,840.5,858,29.03,-14.87,48.39,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
BELI,SELL,SELL,60,0,442,450.4,465.1,468.92,33.33,-5.62,0,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=0) | OBV BEARISH | Bollinger OVERSOLD
MKTR,SELL,SELL,60,0,136,137.2,147.05,148.98,43.16,-3.52,27.59,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
IRSX,SELL,SELL,60,0,535,549.2,637.05,596.24,32.34,-15.01,24.67,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
PGEO,SELL,SELL,60,17,1140,1123,1191.75,1174.2,32.61,-18.95,51.47,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
CUAN,SELL,SELL,60,25,1710,1684,1821,2183.6,45.54,-138.63,50,BULLISH,BEARISH,BEARISH,BEARISH,2026-02-05,Short-term BULLISH | Medium-term BEARISH | OBV BEARISH | OBV bearish | Below VWAP
INET,SELL,SELL,60,8,366,362,468.4,472.66,31.4,-35.37,28.21,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
CNMA,SELL,SELL,60,8,109,108.6,116.55,118.3,29.03,-3.12,40.74,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
BREN,SELL,SELL,60,0,8250,8305,9056.25,9380.5,26.61,-335.65,45.63,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
BLES,SELL,SELL,60,17,153,149,161.15,161.16,40.35,-3.6,40,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
COIN,SELL,SELL,60,17,2120,2092,2667,3357.6,27.95,-401.48,28.3,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
NICE,SELL,SELL,60,0,368,368.8,423.5,414.48,20.83,-14.63,24.32,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
FAPA,SELL,SELL,60,17,6200,6190,6241.25,6263.5,44.44,-22,33.33,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BEARISH | MACD bearish | OBV bearish
KETR,SELL,SELL,60,0,705,707,921.25,931.7,20.16,-80.08,25.24,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | RSI oversold | MACD bearish
AGRO,SELL,SELL,60,17,218,214.4,231.1,232.32,30.77,-6.18,50,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | OBV BULLISH | MACD bearish | OBV bullish
ABDA,SELL,SELL,50,0,2240,2320,3255.5,3099.2,9.65,-284.9,0,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=0) | OBV BEARISH | RSI oversold
APIC,SELL,SELL,50,0,1395,1437,1471.5,1484.5,48.08,-13.26,13.83,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=14) | OBV BEARISH | MACD bearish
ARTA,SELL,SELL,50,0,2460,2568,2867.5,2921.8,28.07,-129.23,7.25,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=7) | OBV BEARISH | RSI oversold
BLTA,SELL,SELL,50,8,42,41.4,50.15,43.18,28.89,-1.34,17.39,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=17) | OBV BEARISH | RSI oversold
BNBA,SELL,SELL,50,17,870,886,990.75,808.8,42.04,15.94,11.67,BEARISH,SIDEWAYS,BEARISH,BEARISH,2026-02-05,Short-term BEARISH | Stochastic OVERSOLD (K=12) | OBV BEARISH | Stochastic oversold | OBV bearish
BPII,SELL,SELL,50,0,452,476.2,507.55,509.22,38.53,-9.29,0.95,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=1) | OBV BULLISH | MACD bearish
BUMI,SELL,SELL,50,0,240,245.6,348.2,331.24,24.24,-32.33,17.36,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=17) | OBV BEARISH | RSI oversold
FISH,SELL,SELL,50,17,970,948,1087,1148.3,43.72,-64.59,16.22,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | Stochastic OVERSOLD (K=16) | OBV BULLISH | MACD bearish | Stochastic oversold
IATA,SELL,SELL,50,0,82,85.2,119.55,121.86,4.69,-13.99,3.03,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=3) | OBV BEARISH | RSI oversold
IMPC,SELL,SELL,50,0,2130,2178,3116.5,3389.6,21.9,-366.34,17.55,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=18) | OBV BEARISH | RSI oversold
INTP,SELL,SELL,50,0,6400,6560,6823.75,6837,26.53,-96.35,29.55,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | Bollinger OVERSOLD | RSI oversold
ISAT,SELL,SELL,50,0,2130,2184,2246,2301.4,40.85,-27.13,14.55,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=15) | OBV BEARISH | MACD bearish
KPIG,SELL,SELL,50,0,175,179.4,235.4,179.36,22.64,-1.7,8.09,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=8) | OBV BEARISH | RSI oversold
LINK,SELL,SELL,50,0,1875,2010,3043.5,3567.4,6.74,-478.77,6.76,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=7) | OBV BEARISH | RSI oversold
LPKR,SELL,SELL,50,0,92,93.4,100.75,92.74,47.83,0.48,12.07,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=12) | OBV BEARISH | Stochastic oversold
LTLS,SELL,SELL,50,0,800,816,852.5,854,25,-13.27,52.94,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | OBV BEARISH | Bollinger OVERSOLD | RSI oversold
MDIA,SELL,SELL,50,0,50,54.2,85.95,72.98,7.14,-8.11,3.23,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=3) | OBV BEARISH | RSI oversold
MLIA,SELL,SELL,50,0,316,322.8,335.6,337.12,24,-5.36,6.25,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=6) | OBV BEARISH | RSI oversold
MLPT,SELL,SELL,50,0,38500,40255,55968.75,63000.5,14.98,-7044.45,4.84,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=5) | OBV BEARISH | RSI oversold
RAJA,SELL,SELL,50,0,3810,3950,5701,6030.6,10.95,-667.08,16.93,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=17) | OBV BEARISH | RSI oversold
SSTM,SELL,SELL,50,0,1580,2215,2815.75,2227,32.35,-12.91,0,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=0) | OBV BEARISH | MACD bearish
TIFA,SELL,SELL,50,0,364,371.2,428,468.46,19.23,-31.06,18.18,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=18) | OBV BEARISH | RSI oversold
TOTO,SELL,SELL,50,17,268,266.8,270.6,272.68,40,-1.68,81.82,SIDEWAYS,BEARISH,BEARISH,BEARISH,2026-02-05,Medium-term BEARISH | Stochastic OVERBOUGHT (K=82) | OBV BULLISH | MACD bearish | Stochastic overbought
CARS,SELL,SELL,50,0,95,95.8,113.65,119.8,24.07,-7.5,19.44,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=19) | OBV BEARISH | RSI oversold
MINA,SELL,SELL,50,0,252,318.8,489.8,442.5,14.47,-44.07,0,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=0) | OBV BEARISH | RSI oversold
TAMU,SELL,SELL,50,0,32,35,50.7,40.64,10.91,-2.91,0,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=0) | OBV BEARISH | RSI oversold
MSIN,SELL,SELL,50,0,336,350.4,428.9,425.04,17.71,-25.68,6.63,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=7) | OBV BEARISH | RSI oversold
RISE,SELL,SELL,50,0,4000,4459,5928.5,6409.4,28.59,-555.79,7.45,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=7) | OBV BEARISH | RSI oversold
TEBE,SELL,SELL,50,0,1330,1458,1982,2168.2,26.94,-228.87,9.29,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=9) | OBV BEARISH | RSI oversold
BBSS,SELL,SELL,50,8,280,279.6,424.2,421.7,13.93,-48.26,14.29,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=14) | OBV BEARISH | RSI oversold
PGUN,SELL,SELL,50,0,8575,8730,10058.75,10454.5,45.27,-499.89,13.66,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=14) | OBV BULLISH | MACD bearish
PNGO,SELL,SELL,50,0,3070,3088,3345,3184.2,30.25,-50.52,16.07,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=16) | OBV BULLISH | MACD bearish
BANK,SELL,SELL,50,8,630,624,802.75,891.7,22.95,-90.57,14.94,BEARISH,BEARISH,BEARISH,STRONG_BEARISH,2026-02-05,Short-term BEARISH | Medium-term BEARISH | Stochastic OVERSOLD (K=15) | OBV BEARISH | RSI oversold
